image_path,label
/Users/samuel/Desktop/ML/data/train/Neutral/im4149.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im5080.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im2327.png,0
/Users/samuel/Desktop/ML/data/train/Neutral/im1064.png,4
/Users/samuel/Desktop/ML/data/train/Fear/im4050.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im5277.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im1184.png,0
/Users/samuel/Desktop/ML/data/train/Happy/im4911.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im86.png,0
/Users/samuel/Desktop/ML/data/train/Fear/im32.png,2
/Users/samuel/Desktop/ML/data/train/Angry/im2316.png,0
/Users/samuel/Desktop/ML/data/train/Happy/im1691.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im1907.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im950.png,2
/Users/samuel/Desktop/ML/data/train/Neutral/im4160.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im2060.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im3661.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im3837.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im5505.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im2536.png,3
/Users/samuel/Desktop/ML/data/train/Surprised/im2589.png,6
/Users/samuel/Desktop/ML/data/train/Sad/im116.png,5
/Users/samuel/Desktop/ML/data/train/Happy/im1863.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im3261.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im969.png,4
/Users/samuel/Desktop/ML/data/train/Sad/im3694.png,5
/Users/samuel/Desktop/ML/data/train/Sad/im3040.png,5
/Users/samuel/Desktop/ML/data/train/Angry/im2324.png,0
/Users/samuel/Desktop/ML/data/train/Sad/im2597.png,5
/Users/samuel/Desktop/ML/data/train/Angry/im3081.png,0
/Users/samuel/Desktop/ML/data/train/Happy/im3774.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im4569.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im319.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im4220.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im450.png,0
/Users/samuel/Desktop/ML/data/train/Fear/im58.png,2
/Users/samuel/Desktop/ML/data/train/Angry/im2130.png,0
/Users/samuel/Desktop/ML/data/train/Surprised/im2564.png,6
/Users/samuel/Desktop/ML/data/train/Angry/im1153.png,0
/Users/samuel/Desktop/ML/data/train/Surprised/im492.png,6
/Users/samuel/Desktop/ML/data/train/Neutral/im1036.png,4
/Users/samuel/Desktop/ML/data/train/Fear/im3391.png,2
/Users/samuel/Desktop/ML/data/train/Sad/im1734.png,5
/Users/samuel/Desktop/ML/data/train/Surprised/im555.png,6
/Users/samuel/Desktop/ML/data/train/Sad/im877.png,5
/Users/samuel/Desktop/ML/data/train/Fear/im3200.png,2
/Users/samuel/Desktop/ML/data/train/Sad/im2663.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im4570.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im682.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im6956.png,3
/Users/samuel/Desktop/ML/data/train/Surprised/im1172.png,6
/Users/samuel/Desktop/ML/data/train/Fear/im2682.png,2
/Users/samuel/Desktop/ML/data/train/Angry/im169.png,0
/Users/samuel/Desktop/ML/data/train/Happy/im4476.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im5854.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im3902.png,0
/Users/samuel/Desktop/ML/data/train/Angry/im2066.png,0
/Users/samuel/Desktop/ML/data/train/Angry/im613.png,0
/Users/samuel/Desktop/ML/data/train/Sad/im3315.png,5
/Users/samuel/Desktop/ML/data/train/Fear/im1091.png,2
/Users/samuel/Desktop/ML/data/train/Fear/im566.png,2
/Users/samuel/Desktop/ML/data/train/Surprised/im1145.png,6
/Users/samuel/Desktop/ML/data/train/Angry/im2536.png,0
/Users/samuel/Desktop/ML/data/train/Surprised/im1274.png,6
/Users/samuel/Desktop/ML/data/train/Fear/im2447.png,2
/Users/samuel/Desktop/ML/data/train/Fear/im1405.png,2
/Users/samuel/Desktop/ML/data/train/Fear/im2985.png,2
/Users/samuel/Desktop/ML/data/train/Angry/im1146.png,0
/Users/samuel/Desktop/ML/data/train/Angry/im3003.png,0
/Users/samuel/Desktop/ML/data/train/Happy/im1221.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im3027.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im106.png,0
/Users/samuel/Desktop/ML/data/train/Fear/im2038.png,2
/Users/samuel/Desktop/ML/data/train/Sad/im4565.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im1614.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im2667.png,4
/Users/samuel/Desktop/ML/data/train/Surprised/im680.png,6
/Users/samuel/Desktop/ML/data/train/Angry/im2245.png,0
/Users/samuel/Desktop/ML/data/train/Neutral/im3976.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im3807.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im3615.png,5
/Users/samuel/Desktop/ML/data/train/Happy/im2199.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im3799.png,0
/Users/samuel/Desktop/ML/data/train/Sad/im2772.png,5
/Users/samuel/Desktop/ML/data/train/Happy/im3006.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im2821.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im1386.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im3214.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im2091.png,3
/Users/samuel/Desktop/ML/data/train/Surprised/im3062.png,6
/Users/samuel/Desktop/ML/data/train/Sad/im2602.png,5
/Users/samuel/Desktop/ML/data/train/Sad/im3055.png,5
/Users/samuel/Desktop/ML/data/train/Sad/im1723.png,5
/Users/samuel/Desktop/ML/data/train/Surprised/im279.png,6
/Users/samuel/Desktop/ML/data/train/Angry/im2313.png,0
/Users/samuel/Desktop/ML/data/train/Sad/im2971.png,5
/Users/samuel/Desktop/ML/data/train/Angry/im1726.png,0
/Users/samuel/Desktop/ML/data/train/Fear/im3101.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im1239.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im1719.png,4
/Users/samuel/Desktop/ML/data/train/Surprised/im3053.png,6
/Users/samuel/Desktop/ML/data/train/Sad/im2164.png,5
/Users/samuel/Desktop/ML/data/train/Fear/im3679.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im4180.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im1549.png,5
/Users/samuel/Desktop/ML/data/train/Happy/im3893.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im3816.png,0
/Users/samuel/Desktop/ML/data/train/Neutral/im3620.png,4
/Users/samuel/Desktop/ML/data/train/Fear/im4087.png,2
/Users/samuel/Desktop/ML/data/train/Angry/im542.png,0
/Users/samuel/Desktop/ML/data/train/Fear/im4094.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im7171.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im2976.png,2
/Users/samuel/Desktop/ML/data/train/Sad/im2844.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im4010.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im917.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im3043.png,2
/Users/samuel/Desktop/ML/data/train/Sad/im738.png,5
/Users/samuel/Desktop/ML/data/train/Surprised/im611.png,6
/Users/samuel/Desktop/ML/data/train/Angry/im2149.png,0
/Users/samuel/Desktop/ML/data/train/Surprised/im155.png,6
/Users/samuel/Desktop/ML/data/train/Happy/im4773.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im6114.png,3
/Users/samuel/Desktop/ML/data/train/Surprised/im1708.png,6
/Users/samuel/Desktop/ML/data/train/Neutral/im4062.png,4
/Users/samuel/Desktop/ML/data/train/Sad/im2012.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im1275.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im3049.png,4
/Users/samuel/Desktop/ML/data/train/Fear/im3256.png,2
/Users/samuel/Desktop/ML/data/train/Surprised/im1275.png,6
/Users/samuel/Desktop/ML/data/train/Surprised/im718.png,6
/Users/samuel/Desktop/ML/data/train/Neutral/im3512.png,4
/Users/samuel/Desktop/ML/data/train/Angry/im1807.png,0
/Users/samuel/Desktop/ML/data/train/Happy/im2429.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im2897.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im4551.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im2299.png,5
/Users/samuel/Desktop/ML/data/train/Angry/im3153.png,0
/Users/samuel/Desktop/ML/data/train/Neutral/im933.png,4
/Users/samuel/Desktop/ML/data/train/Sad/im4564.png,5
/Users/samuel/Desktop/ML/data/train/Fear/im1983.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im5131.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im1956.png,0
/Users/samuel/Desktop/ML/data/train/Sad/im3521.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im2988.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im5011.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im3465.png,2
/Users/samuel/Desktop/ML/data/train/Angry/im3365.png,0
/Users/samuel/Desktop/ML/data/train/Happy/im1548.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im2150.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im3421.png,5
/Users/samuel/Desktop/ML/data/train/Angry/im3578.png,0
/Users/samuel/Desktop/ML/data/train/Angry/im1306.png,0
/Users/samuel/Desktop/ML/data/train/Happy/im7182.png,3
/Users/samuel/Desktop/ML/data/train/Surprised/im566.png,6
/Users/samuel/Desktop/ML/data/train/Happy/im619.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im232.png,5
/Users/samuel/Desktop/ML/data/train/Sad/im2756.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im1099.png,4
/Users/samuel/Desktop/ML/data/train/Sad/im4050.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im2309.png,4
/Users/samuel/Desktop/ML/data/train/Sad/im1247.png,5
/Users/samuel/Desktop/ML/data/train/Happy/im1709.png,3
/Users/samuel/Desktop/ML/data/train/Surprised/im2800.png,6
/Users/samuel/Desktop/ML/data/train/Happy/im606.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im7100.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im3327.png,5
/Users/samuel/Desktop/ML/data/train/Happy/im4577.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im2605.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im1707.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im3742.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im805.png,4
/Users/samuel/Desktop/ML/data/train/Fear/im3313.png,2
/Users/samuel/Desktop/ML/data/train/Neutral/im80.png,4
/Users/samuel/Desktop/ML/data/train/Surprised/im2887.png,6
/Users/samuel/Desktop/ML/data/train/Surprised/im1188.png,6
/Users/samuel/Desktop/ML/data/train/Happy/im2185.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im345.png,2
/Users/samuel/Desktop/ML/data/train/Surprised/im445.png,6
/Users/samuel/Desktop/ML/data/train/Happy/im3901.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im624.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im6489.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im4802.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im4202.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im1825.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im1911.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im5913.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im2088.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im2283.png,0
/Users/samuel/Desktop/ML/data/train/Sad/im3977.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im4436.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im3379.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im3169.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im5238.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im757.png,4
/Users/samuel/Desktop/ML/data/train/Surprised/im1507.png,6
/Users/samuel/Desktop/ML/data/train/Surprised/im2483.png,6
/Users/samuel/Desktop/ML/data/train/Sad/im2023.png,5
/Users/samuel/Desktop/ML/data/train/Fear/im2391.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im111.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im2748.png,4
/Users/samuel/Desktop/ML/data/train/Angry/im227.png,0
/Users/samuel/Desktop/ML/data/train/Neutral/im1466.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im1445.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im5967.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im193.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im3587.png,0
/Users/samuel/Desktop/ML/data/train/Surprised/im2248.png,6
/Users/samuel/Desktop/ML/data/train/Happy/im5719.png,3
/Users/samuel/Desktop/ML/data/train/Surprised/im225.png,6
/Users/samuel/Desktop/ML/data/train/Surprised/im2373.png,6
/Users/samuel/Desktop/ML/data/train/Sad/im4429.png,5
/Users/samuel/Desktop/ML/data/train/Sad/im2945.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im652.png,4
/Users/samuel/Desktop/ML/data/train/Fear/im3288.png,2
/Users/samuel/Desktop/ML/data/train/Neutral/im2548.png,4
/Users/samuel/Desktop/ML/data/train/Fear/im1775.png,2
/Users/samuel/Desktop/ML/data/train/Surprised/im2469.png,6
/Users/samuel/Desktop/ML/data/train/Surprised/im2699.png,6
/Users/samuel/Desktop/ML/data/train/Happy/im3701.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im2940.png,5
/Users/samuel/Desktop/ML/data/train/Sad/im2920.png,5
/Users/samuel/Desktop/ML/data/train/Happy/im4766.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im5269.png,3
/Users/samuel/Desktop/ML/data/train/Surprised/im427.png,6
/Users/samuel/Desktop/ML/data/train/Happy/im3101.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im2781.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im1394.png,0
/Users/samuel/Desktop/ML/data/train/Surprised/im1397.png,6
/Users/samuel/Desktop/ML/data/train/Fear/im168.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im5067.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im3568.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im2654.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im1543.png,2
/Users/samuel/Desktop/ML/data/train/Surprised/im2324.png,6
/Users/samuel/Desktop/ML/data/train/Happy/im1628.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im396.png,2
/Users/samuel/Desktop/ML/data/train/Surprised/im10.png,6
/Users/samuel/Desktop/ML/data/train/Surprised/im2775.png,6
/Users/samuel/Desktop/ML/data/train/Neutral/im1921.png,4
/Users/samuel/Desktop/ML/data/train/Sad/im1527.png,5
/Users/samuel/Desktop/ML/data/train/Sad/im3440.png,5
/Users/samuel/Desktop/ML/data/train/Surprised/im1090.png,6
/Users/samuel/Desktop/ML/data/train/Happy/im5407.png,3
/Users/samuel/Desktop/ML/data/train/Surprised/im2063.png,6
/Users/samuel/Desktop/ML/data/train/Neutral/im1291.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im3508.png,4
/Users/samuel/Desktop/ML/data/train/Sad/im3576.png,5
/Users/samuel/Desktop/ML/data/train/Fear/im1399.png,2
/Users/samuel/Desktop/ML/data/train/Angry/im281.png,0
/Users/samuel/Desktop/ML/data/train/Fear/im151.png,2
/Users/samuel/Desktop/ML/data/train/Neutral/im1675.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im431.png,4
/Users/samuel/Desktop/ML/data/train/Fear/im2086.png,2
/Users/samuel/Desktop/ML/data/train/Surprised/im3002.png,6
/Users/samuel/Desktop/ML/data/train/Fear/im1086.png,2
/Users/samuel/Desktop/ML/data/train/Surprised/im696.png,6
/Users/samuel/Desktop/ML/data/train/Fear/im1245.png,2
/Users/samuel/Desktop/ML/data/train/Surprised/im148.png,6
/Users/samuel/Desktop/ML/data/train/Angry/im560.png,0
/Users/samuel/Desktop/ML/data/train/Fear/im2136.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im418.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im1562.png,2
/Users/samuel/Desktop/ML/data/train/Surprised/im2743.png,6
/Users/samuel/Desktop/ML/data/train/Surprised/im513.png,6
/Users/samuel/Desktop/ML/data/train/Angry/im743.png,0
/Users/samuel/Desktop/ML/data/train/Surprised/im1992.png,6
/Users/samuel/Desktop/ML/data/train/Neutral/im3237.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im965.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im2035.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im3956.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im3281.png,4
/Users/samuel/Desktop/ML/data/train/Sad/im1897.png,5
/Users/samuel/Desktop/ML/data/train/Sad/im816.png,5
/Users/samuel/Desktop/ML/data/train/Angry/im195.png,0
/Users/samuel/Desktop/ML/data/train/Fear/im4003.png,2
/Users/samuel/Desktop/ML/data/train/Angry/im498.png,0
/Users/samuel/Desktop/ML/data/train/Neutral/im1101.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im4807.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im2022.png,4
/Users/samuel/Desktop/ML/data/train/Fear/im395.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im2685.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im3898.png,4
/Users/samuel/Desktop/ML/data/train/Sad/im1991.png,5
/Users/samuel/Desktop/ML/data/train/Sad/im4701.png,5
/Users/samuel/Desktop/ML/data/train/Fear/im2125.png,2
/Users/samuel/Desktop/ML/data/train/Sad/im2127.png,5
/Users/samuel/Desktop/ML/data/train/Fear/im1495.png,2
/Users/samuel/Desktop/ML/data/train/Angry/im1779.png,0
/Users/samuel/Desktop/ML/data/train/Surprised/im146.png,6
/Users/samuel/Desktop/ML/data/train/Happy/im93.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im6874.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im768.png,5
/Users/samuel/Desktop/ML/data/train/Sad/im2517.png,5
/Users/samuel/Desktop/ML/data/train/Surprised/im2072.png,6
/Users/samuel/Desktop/ML/data/train/Fear/im617.png,2
/Users/samuel/Desktop/ML/data/train/Angry/im1336.png,0
/Users/samuel/Desktop/ML/data/train/Sad/im2979.png,5
/Users/samuel/Desktop/ML/data/train/Happy/im1160.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im3186.png,0
/Users/samuel/Desktop/ML/data/train/Neutral/im4657.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im736.png,4
/Users/samuel/Desktop/ML/data/train/Angry/im1903.png,0
/Users/samuel/Desktop/ML/data/train/Sad/im2382.png,5
/Users/samuel/Desktop/ML/data/train/Happy/im2467.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im1783.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im4252.png,4
/Users/samuel/Desktop/ML/data/train/Surprised/im497.png,6
/Users/samuel/Desktop/ML/data/train/Happy/im5848.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im719.png,2
/Users/samuel/Desktop/ML/data/train/Neutral/im4260.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im271.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im2949.png,0
/Users/samuel/Desktop/ML/data/train/Neutral/im2367.png,4
/Users/samuel/Desktop/ML/data/train/Surprised/im1331.png,6
/Users/samuel/Desktop/ML/data/train/Surprised/im2873.png,6
/Users/samuel/Desktop/ML/data/train/Fear/im4025.png,2
/Users/samuel/Desktop/ML/data/train/Neutral/im1.png,4
/Users/samuel/Desktop/ML/data/train/Angry/im2220.png,0
/Users/samuel/Desktop/ML/data/train/Happy/im524.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im3994.png,0
/Users/samuel/Desktop/ML/data/train/Sad/im4422.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im4349.png,4
/Users/samuel/Desktop/ML/data/train/Sad/im3091.png,5
/Users/samuel/Desktop/ML/data/train/Fear/im3924.png,2
/Users/samuel/Desktop/ML/data/train/Neutral/im1376.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im2232.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im3197.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im4003.png,4
/Users/samuel/Desktop/ML/data/train/Angry/im1778.png,0
/Users/samuel/Desktop/ML/data/train/Surprised/im801.png,6
/Users/samuel/Desktop/ML/data/train/Sad/im1943.png,5
/Users/samuel/Desktop/ML/data/train/Angry/im1485.png,0
/Users/samuel/Desktop/ML/data/train/Happy/im4044.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im3978.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im5978.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im1022.png,2
/Users/samuel/Desktop/ML/data/train/Sad/im1560.png,5
/Users/samuel/Desktop/ML/data/train/Angry/im2943.png,0
/Users/samuel/Desktop/ML/data/train/Fear/im1798.png,2
/Users/samuel/Desktop/ML/data/train/Sad/im614.png,5
/Users/samuel/Desktop/ML/data/train/Happy/im3156.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im4035.png,4
/Users/samuel/Desktop/ML/data/train/Fear/im166.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im2848.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im3249.png,2
/Users/samuel/Desktop/ML/data/train/Surprised/im1997.png,6
/Users/samuel/Desktop/ML/data/train/Sad/im1834.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im1346.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im5154.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im4342.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im1510.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im5295.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im4740.png,4
/Users/samuel/Desktop/ML/data/train/Surprised/im1627.png,6
/Users/samuel/Desktop/ML/data/train/Fear/im2056.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im3418.png,3
/Users/samuel/Desktop/ML/data/train/Angry/im870.png,0
/Users/samuel/Desktop/ML/data/train/Angry/im1050.png,0
/Users/samuel/Desktop/ML/data/train/Surprised/im1894.png,6
/Users/samuel/Desktop/ML/data/train/Fear/im3153.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im1053.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im291.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im4838.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im1137.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im2928.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im1328.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im4881.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im63.png,5
/Users/samuel/Desktop/ML/data/train/Sad/im4639.png,5
/Users/samuel/Desktop/ML/data/train/Angry/im3717.png,0
/Users/samuel/Desktop/ML/data/train/Fear/im1243.png,2
/Users/samuel/Desktop/ML/data/train/Angry/im2670.png,0
/Users/samuel/Desktop/ML/data/train/Happy/im688.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im400.png,2
/Users/samuel/Desktop/ML/data/train/Sad/im3060.png,5
/Users/samuel/Desktop/ML/data/train/Surprised/im2456.png,6
/Users/samuel/Desktop/ML/data/train/Neutral/im3564.png,4
/Users/samuel/Desktop/ML/data/train/Surprised/im2723.png,6
/Users/samuel/Desktop/ML/data/train/Angry/im3828.png,0
/Users/samuel/Desktop/ML/data/train/Fear/im130.png,2
/Users/samuel/Desktop/ML/data/train/Neutral/im2725.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im4478.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im4948.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im4259.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im2731.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im3396.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im4864.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im5.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im3280.png,3
/Users/samuel/Desktop/ML/data/train/Neutral/im204.png,4
/Users/samuel/Desktop/ML/data/train/Fear/im1317.png,2
/Users/samuel/Desktop/ML/data/train/Fear/im2783.png,2
/Users/samuel/Desktop/ML/data/train/Neutral/im1152.png,4
/Users/samuel/Desktop/ML/data/train/Neutral/im3385.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im3193.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im35.png,3
/Users/samuel/Desktop/ML/data/train/Happy/im4397.png,3
/Users/samuel/Desktop/ML/data/train/Sad/im2680.png,5
/Users/samuel/Desktop/ML/data/train/Sad/im3076.png,5
/Users/samuel/Desktop/ML/data/train/Neutral/im1324.png,4
/Users/samuel/Desktop/ML/data/train/Angry/im555.png,0
/Users/samuel/Desktop/ML/data/train/Sad/im4563.png,5
/Users/samuel/Desktop/ML/data/train/Fear/im3367.png,2
/Users/samuel/Desktop/ML/data/train/Neutral/im1179.png,4
/Users/samuel/Desktop/ML/data/train/Happy/im7131.png,3
/Users/samuel/Desktop/ML/data/train/Fear/im3005.png,2
/Users/samuel/Desktop/ML/data/train/Sad/im2581.png,5
/Users/samuel/Desktop/ML/data/train/Surprised/im2436.png,6
/Users/samuel/Desktop/ML/data/train/Fear/im907.png,2
/Users/samuel/Desktop/ML/data/train/Sad/im74.png,5
/Users/samuel/Desktop/ML/data/train/Fear/im1151.png,2
/Users/samuel/Desktop/ML/data/train/Happy/im3897.png,3
/Users/samuel/Desktop/ML/data/train/Surprised/im2353.png,6
/Users/samuel/Desktop/ML/data/train/Neutral/im2845.png,4
/Users/samuel/Desktop/ML/data/train/Angry/im2583.png,0
/Users/samuel/Desktop/ML/data/train/Happy/im5537.png,3
/Users/samuel/Desktop/ML/data/train/Surprised/im256.png,6
